return_id,order_id,return_date,return_reason,return_amount
1199,56722,2023-06-30,Late Delivery,66.21
1200,46261,2025-07-03,Quality Issue,20.59
1201,42239,2025-01-17,Wrong Item,76.31
1202,51816,2023-10-22,Changed Mind,71.01
1203,26045,2022-10-11,Late Delivery,148.0
1204,51180,2022-02-03,Damaged,82.61
1205,61447,2023-07-05,Wrong Item,42.3
1206,41592,2024-12-11,Damaged,14.31
1207,47707,2022-08-19,Late Delivery,24.6
1208,61989,2024-07-17,Damaged,65.89
1209,24885,2023-08-24,Quality Issue,64.81
1210,21877,2024-02-22,Late Delivery,39.81
1211,55364,2022-07-17,Quality Issue,30.93
1212,36231,2023-08-10,Damaged,68.74
1213,17475,2023-06-22,Wrong Item,11.46
1214,53596,2023-03-31,Changed Mind,37.65
1215,68475,2024-06-20,Quality Issue,57.76
1216,32302,2022-06-13,Damaged,53.71
1217,22196,2022-11-25,Damaged,5.16
1218,54976,2025-12-15,Wrong Item,139.21
1219,57752,2023-01-04,Changed Mind,31.84
1220,61022,2023-09-08,Late Delivery,46.18
1221,14668,2022-02-15,Quality Issue,165.82
1222,65733,2022-02-26,Damaged,36.65
1223,74685,2025-01-28,Late Delivery,9.77
1224,74736,2025-02-20,Changed Mind,16.22
1225,58263,2023-07-05,Late Delivery,25.11
1226,35147,2022-04-11,Late Delivery,24.18
1227,77194,2022-10-11,Quality Issue,29.61
1228,77967,2023-01-22,Quality Issue,68.24
1229,39765,2025-01-24,Changed Mind,25.07
1230,63066,2022-12-19,Changed Mind,17.13
1231,22434,2025-01-01,Changed Mind,60.54
1232,4433,2023-10-09,Changed Mind,11.13
1233,47809,2025-06-18,Quality Issue,58.36
1234,17142,2025-11-16,Changed Mind,27.49
1235,641,2025-05-12,Changed Mind,194.25
1236,56020,2022-12-12,Late Delivery,46.83
1237,57658,2024-06-26,Late Delivery,35.86
1238,36957,2025-11-17,Late Delivery,5.08
1239,12494,2025-08-07,Damaged,5.29
1240,40389,2024-02-27,Late Delivery,39.53
1241,32496,2023-04-12,Quality Issue,47.0
1242,53064,2022-04-15,Quality Issue,22.76
1243,25337,2025-09-07,Wrong Item,26.32
1244,78355,2023-01-16,Wrong Item,60.54
1245,36568,2025-07-22,Quality Issue,60.18
1246,61041,2025-11-07,Changed Mind,147.85
1247,61613,2022-09-04,Changed Mind,51.19
1248,25335,2025-05-05,Late Delivery,9.32
1249,7556,2022-03-21,Wrong Item,65.42
1250,42611,2022-04-19,Wrong Item,45.21
1251,7546,2024-09-19,Changed Mind,22.37
1252,21101,2024-07-17,Damaged,51.84
1253,329,2025-02-02,Wrong Item,123.35
1254,45359,2022-02-24,Damaged,81.62
1255,55984,2022-08-17,Wrong Item,25.61
1256,16353,2025-09-02,Late Delivery,66.39
1257,22778,2023-09-14,Changed Mind,19.42
1258,60229,2025-07-23,Late Delivery,8.27
1259,68050,2025-04-13,Wrong Item,8.55
1260,12618,2023-03-27,Quality Issue,44.61
1261,5107,2025-02-26,Quality Issue,73.37
1262,72275,2024-01-17,Quality Issue,11.81
1263,52976,2024-12-02,Changed Mind,74.15
1264,57049,2024-10-12,Damaged,50.29
1265,71265,2024-08-22,Wrong Item,7.48
1266,11820,2022-05-13,Quality Issue,45.94
1267,77806,2024-09-12,Quality Issue,31.16
1268,29038,2022-12-02,Quality Issue,8.53
1269,7956,2022-10-10,Wrong Item,16.13
1270,73949,2024-12-18,Wrong Item,11.1
1271,11669,2023-06-25,Wrong Item,171.49
1272,46887,2025-09-08,Wrong Item,58.51
1273,18127,2022-05-20,Changed Mind,14.5
1274,5163,2025-07-19,Wrong Item,52.73
1275,32548,2023-12-28,Quality Issue,65.26
1276,13172,2024-09-24,Late Delivery,16.32
1277,32405,2025-07-08,Late Delivery,26.67
1278,47280,2025-12-04,Late Delivery,23.78
1279,13577,2023-07-07,Quality Issue,203.14
1280,17047,2025-04-02,Quality Issue,8.5
1281,5014,2026-01-08,Late Delivery,27.18
1282,46668,2024-08-27,Changed Mind,81.78
1283,2895,2023-02-03,Wrong Item,83.83
1284,69782,2024-02-08,Quality Issue,42.11
1285,54810,2022-09-07,Quality Issue,112.16
1286,40777,2022-12-28,Quality Issue,118.34
1287,52486,2023-12-29,Quality Issue,107.2
1288,41402,2023-04-23,Wrong Item,14.82
1289,5948,2023-03-28,Quality Issue,5.35
1290,72287,2024-03-16,Changed Mind,22.68
1291,42984,2023-04-02,Damaged,43.29
1292,10937,2024-06-20,Wrong Item,26.88
1293,48061,2025-05-10,Late Delivery,14.57
1294,11109,2024-12-05,Late Delivery,44.81
1295,17366,2024-03-30,Changed Mind,61.34
1296,77545,2024-07-09,Changed Mind,100.26
1297,51212,2022-01-09,Damaged,421.83
1298,37676,2022-10-27,Damaged,27.56
1299,33911,2024-03-22,Late Delivery,22.9
1300,58964,2026-01-01,Quality Issue,123.83
1301,41768,2022-11-04,Damaged,32.3
1302,69937,2025-04-18,Wrong Item,173.27
1303,42253,2022-12-30,Changed Mind,12.74
1304,10302,2023-02-10,Wrong Item,105.04
1305,49684,2026-01-07,Changed Mind,70.52
1306,14675,2024-09-09,Quality Issue,50.41
1307,26797,2022-03-12,Wrong Item,14.24
1308,43172,2025-03-15,Wrong Item,50.93
1309,13838,2025-10-31,Wrong Item,7.15
1310,9272,2022-03-26,Quality Issue,41.31
1311,58260,2025-01-28,Damaged,59.74
1312,52440,2024-09-11,Changed Mind,142.5
1313,42118,2022-08-05,Changed Mind,72.38
1314,76420,2024-09-04,Changed Mind,7.49
1315,39029,2022-09-26,Changed Mind,173.13
1316,16569,2022-10-26,Late Delivery,92.56
1317,74997,2024-08-25,Late Delivery,69.62
1318,40419,2025-04-25,Damaged,6.6
1319,53499,2023-01-12,Damaged,139.09
1320,24031,2023-11-01,Late Delivery,18.74
1321,43631,2022-04-28,Late Delivery,24.11
1322,42541,2022-12-23,Wrong Item,8.76
1323,45530,2024-04-19,Quality Issue,67.11
1324,36700,2025-02-02,Damaged,53.7
1325,8098,2022-09-23,Late Delivery,31.78
1326,30920,2022-07-07,Wrong Item,12.36
1327,25165,2025-12-03,Changed Mind,8.46
1328,59286,2023-03-04,Quality Issue,26.27
1329,1941,2025-11-30,Wrong Item,56.04
1330,11073,2022-03-11,Quality Issue,28.03
1331,76145,2023-04-03,Changed Mind,46.92
1332,34039,2025-11-07,Damaged,12.55
1333,71237,2024-02-18,Damaged,27.51
1334,929,2025-05-29,Quality Issue,27.06
1335,34785,2025-06-28,Damaged,11.23
1336,70075,2024-09-28,Damaged,52.35
1337,59462,2023-03-08,Late Delivery,47.93
1338,68133,2022-04-04,Changed Mind,10.56
1339,11771,2024-12-14,Quality Issue,56.29
1340,21410,2022-02-27,Damaged,39.23
1341,10901,2023-06-23,Damaged,73.48
1342,41285,2024-02-01,Changed Mind,116.26
1343,9355,2024-10-23,Changed Mind,9.29
1344,73033,2024-11-29,Late Delivery,32.44
1345,21025,2025-08-30,Wrong Item,10.17
1346,43636,2022-04-01,Wrong Item,17.65
1347,32808,2024-04-22,Late Delivery,8.63
1348,69919,2025-10-22,Late Delivery,59.39
1349,6125,2022-11-28,Damaged,28.09
1350,18185,2025-01-07,Damaged,62.62
1351,44520,2025-10-09,Late Delivery,27.86
1352,68164,2025-10-27,Late Delivery,59.88
1353,76810,2022-08-19,Wrong Item,13.95
1354,71205,2022-12-24,Damaged,12.64
1355,2326,2022-09-14,Late Delivery,25.99
1356,18644,2022-12-15,Wrong Item,63.87
1357,39472,2022-11-19,Damaged,10.74
1358,11156,2023-09-30,Late Delivery,17.11
1359,55862,2023-01-23,Late Delivery,88.22
1360,65685,2024-10-16,Wrong Item,24.41
1361,57539,2025-05-11,Damaged,57.18
1362,52523,2023-08-31,Changed Mind,55.19
1363,10575,2023-03-29,Damaged,16.44
1364,24569,2024-10-29,Wrong Item,42.35
1365,36755,2024-10-11,Wrong Item,36.09
1366,12804,2023-12-07,Quality Issue,144.76
1367,839,2023-12-07,Damaged,8.5
1368,68652,2024-11-15,Late Delivery,49.19
1369,54715,2026-01-12,Quality Issue,24.2
1370,44447,2022-03-14,Late Delivery,66.89
1371,28741,2025-07-07,Late Delivery,267.28
1372,54826,2024-05-22,Late Delivery,12.73
1373,68304,2024-12-12,Changed Mind,37.73
1374,42303,2023-03-21,Wrong Item,18.22
1375,36533,2025-02-26,Quality Issue,67.06
1376,51372,2025-03-20,Damaged,7.53
1377,53983,2024-03-28,Changed Mind,3.6
1378,25619,2023-11-12,Late Delivery,95.31
1379,55143,2025-09-04,Late Delivery,200.87
1380,42185,2024-09-03,Damaged,27.87
1381,77480,2025-12-15,Changed Mind,31.91
1382,23146,2025-08-20,Wrong Item,22.75
1383,57961,2025-10-13,Changed Mind,14.42
1384,2024,2025-05-07,Wrong Item,53.65
1385,46305,2025-03-31,Late Delivery,50.7
1386,44583,2022-11-20,Damaged,5.02
1387,9239,2026-01-11,Late Delivery,40.71
1388,52400,2022-07-22,Late Delivery,9.13
1389,18174,2023-04-14,Damaged,79.0
1390,63482,2024-10-17,Late Delivery,30.98
1391,43753,2024-03-14,Late Delivery,28.65
1392,45896,2023-10-19,Changed Mind,9.64
1393,3994,2025-11-04,Changed Mind,76.75
1394,3512,2024-06-06,Quality Issue,86.92
1395,11630,2024-01-31,Late Delivery,83.18
1396,23079,2023-10-27,Wrong Item,116.59
1397,21912,2025-08-22,Late Delivery,7.88
1398,76137,2024-11-22,Late Delivery,20.22
1399,39775,2023-03-06,Changed Mind,170.27
1400,31415,2025-07-20,Wrong Item,14.23
1401,19543,2022-10-01,Quality Issue,15.18
1402,36861,2022-10-11,Wrong Item,86.42
1403,32372,2022-06-18,Quality Issue,16.39
1404,24886,2023-08-30,Late Delivery,85.77
1405,50633,2024-12-08,Quality Issue,17.03
1406,78214,2024-02-19,Quality Issue,23.64
1407,26806,2022-05-29,Damaged,14.02
1408,46585,2025-01-02,Damaged,13.15
1409,7240,2024-11-17,Quality Issue,25.05
1410,1943,2022-10-16,Changed Mind,41.79
1411,23790,2022-08-10,Damaged,16.33
1412,25802,2022-03-09,Damaged,38.87
1413,44268,2023-01-11,Late Delivery,415.11
1414,33744,2024-02-15,Wrong Item,24.84
1415,28217,2025-04-26,Quality Issue,12.43
1416,50078,2023-09-26,Damaged,7.93
1417,64086,2025-12-04,Changed Mind,17.64
1418,72278,2022-05-08,Damaged,58.85
1419,10888,2022-12-26,Quality Issue,22.54
1420,58716,2024-08-13,Wrong Item,32.68
1421,63429,2022-07-07,Changed Mind,11.26
1422,55014,2022-11-16,Changed Mind,17.37
1423,29972,2024-06-09,Quality Issue,20.88
1424,52919,2024-08-20,Changed Mind,57.73
1425,19599,2024-08-16,Wrong Item,23.95
1426,18544,2025-09-05,Wrong Item,92.48
1427,24338,2024-06-24,Damaged,36.45
1428,17308,2024-11-10,Quality Issue,46.61
1429,24582,2024-03-23,Late Delivery,16.12
1430,6623,2024-04-22,Late Delivery,51.64
1431,68525,2024-04-21,Quality Issue,22.88
1432,53205,2025-10-09,Quality Issue,102.46
1433,7324,2022-06-27,Late Delivery,81.14
1434,40022,2022-12-04,Changed Mind,34.85
1435,30353,2024-04-20,Damaged,16.46
1436,49486,2023-12-03,Damaged,74.53
1437,54957,2022-04-20,Changed Mind,24.23
1438,51831,2024-08-10,Damaged,7.84
1439,68302,2023-07-24,Changed Mind,90.07
1440,39349,2022-07-06,Changed Mind,34.47
1441,50436,2023-06-16,Changed Mind,25.09
1442,18392,2024-09-26,Changed Mind,127.83
1443,18502,2023-12-23,Changed Mind,15.93
1444,68865,2022-10-26,Late Delivery,23.03
1445,71532,2025-09-14,Late Delivery,27.96
1446,23721,2025-10-11,Wrong Item,14.94
1447,38289,2024-04-23,Wrong Item,39.86
1448,17704,2025-09-29,Wrong Item,37.57
1449,21816,2025-11-21,Wrong Item,42.19
1450,66294,2024-12-15,Quality Issue,67.48
1451,55211,2025-06-19,Wrong Item,20.34
1452,7626,2022-07-24,Quality Issue,36.91
1453,15390,2023-05-03,Wrong Item,87.17
1454,1378,2024-03-01,Wrong Item,50.55
1455,16434,2022-10-20,Changed Mind,37.13
1456,15733,2025-03-11,Late Delivery,18.05
1457,67368,2023-02-09,Late Delivery,27.94
1458,38404,2024-09-23,Wrong Item,50.82
1459,23387,2025-04-26,Changed Mind,19.22
1460,78251,2022-09-10,Quality Issue,3.3
1461,35068,2023-06-13,Quality Issue,221.03
1462,68095,2026-01-09,Changed Mind,13.42
1463,55646,2023-05-31,Quality Issue,22.65
1464,71252,2024-08-01,Damaged,32.39
1465,21162,2022-03-24,Changed Mind,60.55
1466,26009,2023-08-24,Damaged,36.34
1467,27413,2024-04-27,Damaged,66.35
1468,13519,2025-12-18,Damaged,17.21
1469,11080,2023-07-25,Wrong Item,92.81
1470,11003,2023-06-25,Late Delivery,96.36
1471,19991,2023-11-05,Quality Issue,516.84
1472,28872,2024-07-01,Wrong Item,7.59
1473,34606,2025-04-26,Quality Issue,226.87
1474,62409,2025-06-17,Damaged,36.57
1475,67335,2022-11-30,Quality Issue,48.93
1476,61944,2025-01-21,Late Delivery,17.19
1477,9025,2023-05-23,Quality Issue,98.94
1478,30955,2022-10-17,Changed Mind,15.01
1479,12263,2023-12-26,Changed Mind,25.99
1480,38005,2022-05-09,Wrong Item,36.21
1481,77711,2023-01-10,Quality Issue,7.78
1482,10208,2023-04-28,Late Delivery,8.18
1483,18399,2024-05-05,Damaged,63.52
1484,28421,2022-03-11,Quality Issue,134.87
1485,38937,2022-09-02,Quality Issue,21.46
1486,31464,2025-01-31,Late Delivery,72.34
1487,29461,2024-03-26,Quality Issue,18.69
1488,31485,2024-01-14,Changed Mind,46.68
1489,20568,2023-07-23,Changed Mind,69.39
1490,17576,2025-07-16,Wrong Item,31.86
1491,11427,2024-12-03,Quality Issue,7.68
1492,51838,2022-04-16,Late Delivery,52.32
1493,64027,2025-06-04,Changed Mind,60.42
1494,45345,2024-07-21,Changed Mind,56.09
1495,12654,2025-03-01,Changed Mind,61.29
1496,22857,2024-03-11,Wrong Item,96.78
1497,3189,2022-10-11,Damaged,55.85
1498,52116,2024-10-02,Damaged,80.14
1499,70085,2022-09-21,Quality Issue,205.95
1500,37643,2023-03-04,Wrong Item,8.08
1501,38823,2026-01-08,Damaged,14.22
1502,61237,2024-10-07,Damaged,29.99
1503,76144,2022-10-09,Changed Mind,25.46
1504,74319,2022-11-09,Damaged,56.8
1505,20259,2025-05-14,Quality Issue,16.25
1506,49035,2024-12-12,Late Delivery,161.97
1507,43395,2023-07-21,Late Delivery,15.07
1508,31170,2024-09-25,Changed Mind,29.65
1509,26615,2025-03-02,Late Delivery,13.73
1510,22540,2024-09-25,Wrong Item,39.88
1511,77638,2022-04-19,Changed Mind,90.45
1512,21609,2025-07-28,Late Delivery,28.55
1513,21187,2023-07-14,Wrong Item,51.25
1514,11915,2022-01-26,Late Delivery,78.99
1515,74667,2025-10-11,Quality Issue,32.12
1516,61007,2025-06-29,Wrong Item,123.1
1517,52880,2022-05-08,Changed Mind,15.49
1518,57393,2022-10-09,Quality Issue,17.05
1519,37968,2023-04-05,Quality Issue,16.03
1520,59332,2025-06-01,Late Delivery,41.76
1521,10412,2025-03-13,Quality Issue,37.05
1522,57814,2023-01-29,Wrong Item,14.29
1523,30209,2023-03-14,Damaged,26.17
1524,45188,2024-07-17,Damaged,20.48
1525,5852,2024-05-01,Wrong Item,13.61
1526,72233,2025-05-14,Changed Mind,53.02
1527,2442,2023-03-26,Changed Mind,4.88
1528,39887,2022-05-20,Quality Issue,30.25
1529,76584,2023-03-30,Quality Issue,31.02
1530,57178,2025-04-28,Quality Issue,31.62
1531,59768,2024-06-15,Changed Mind,12.0
1532,53643,2023-02-21,Quality Issue,15.04
1533,6804,2024-12-22,Damaged,36.8
1534,64221,2022-09-22,Changed Mind,30.15
1535,7453,2023-01-12,Late Delivery,9.63
1536,69128,2025-11-19,Wrong Item,17.28
1537,25322,2022-11-20,Changed Mind,8.93
1538,43335,2023-05-18,Wrong Item,67.17
1539,13972,2023-04-15,Changed Mind,12.88
1540,16436,2024-10-12,Changed Mind,107.11
1541,13184,2024-07-08,Wrong Item,31.12
1542,16269,2025-08-03,Damaged,39.46
1543,68340,2025-07-26,Wrong Item,51.72
1544,11536,2022-12-14,Damaged,48.66
1545,56223,2024-07-24,Wrong Item,16.76
1546,50050,2023-12-30,Damaged,28.94
1547,56416,2023-05-23,Damaged,24.96
1548,42866,2023-08-06,Quality Issue,33.08
1549,67135,2026-01-11,Late Delivery,4.5
1550,14963,2024-06-21,Wrong Item,39.43
1551,43179,2023-01-18,Late Delivery,55.46
1552,10856,2024-02-01,Changed Mind,105.81
1553,39623,2024-02-09,Late Delivery,36.76
1554,44267,2023-11-06,Quality Issue,71.06
1555,44005,2022-09-30,Wrong Item,31.58
1556,9260,2024-03-04,Quality Issue,19.85
1557,47412,2022-04-09,Wrong Item,14.07
1558,26844,2022-11-29,Late Delivery,6.81
1559,68169,2023-08-12,Late Delivery,13.99
1560,18365,2025-08-02,Changed Mind,22.9
1561,58587,2023-10-01,Changed Mind,68.12
1562,73171,2022-06-20,Changed Mind,22.93
1563,25873,2023-10-03,Late Delivery,24.76
1564,10247,2022-04-04,Changed Mind,11.5
1565,12120,2022-02-21,Wrong Item,60.14
1566,32123,2024-02-25,Damaged,217.47
1567,45426,2022-06-12,Late Delivery,14.8
1568,1782,2023-04-14,Damaged,9.55
1569,3818,2024-06-20,Damaged,232.33
1570,46795,2024-12-09,Late Delivery,26.38
1571,30115,2024-06-04,Quality Issue,10.73
1572,38488,2024-04-08,Quality Issue,89.11
1573,37280,2022-10-12,Late Delivery,13.22
1574,42689,2025-03-29,Late Delivery,17.7
1575,39932,2023-10-31,Changed Mind,21.99
1576,3654,2024-03-19,Changed Mind,55.63
1577,75361,2023-11-24,Quality Issue,8.73
1578,72300,2022-11-25,Damaged,39.73
1579,28479,2022-09-11,Late Delivery,24.65
1580,68463,2024-10-19,Wrong Item,55.33
1581,78455,2025-11-22,Damaged,26.06
1582,9748,2023-12-07,Late Delivery,58.97
1583,52320,2023-08-03,Late Delivery,12.17
1584,41855,2026-01-27,Quality Issue,25.22
1585,21365,2024-02-10,Damaged,42.49
1586,68472,2025-09-28,Damaged,19.05
1587,44111,2024-07-24,Changed Mind,26.97
1588,56253,2024-04-26,Wrong Item,147.38
1589,19608,2025-02-21,Wrong Item,22.96
1590,36983,2022-03-11,Quality Issue,40.73
1591,28534,2024-06-24,Quality Issue,26.41
1592,47624,2023-09-26,Changed Mind,48.22
1593,75979,2025-09-05,Quality Issue,47.95
1594,33389,2022-06-07,Wrong Item,13.37
1595,74665,2024-10-06,Wrong Item,20.63
1596,65066,2024-08-20,Wrong Item,99.85
1597,76897,2023-10-22,Changed Mind,10.55
1598,51504,2022-11-06,Damaged,52.03
1599,4695,2024-06-08,Wrong Item,10.35
1600,538,2024-11-24,Changed Mind,20.74
1601,65689,2023-05-03,Late Delivery,22.21
1602,59696,2022-03-10,Quality Issue,32.11
1603,39058,2022-12-08,Wrong Item,17.9
1604,10581,2023-09-18,Late Delivery,12.01
1605,3204,2024-06-25,Late Delivery,29.19
1606,70636,2025-11-09,Damaged,15.58
1607,42634,2024-02-22,Wrong Item,48.18
1608,50774,2023-09-05,Damaged,79.65
1609,18497,2022-02-18,Damaged,79.89
1610,66028,2024-07-02,Late Delivery,66.25
1611,25584,2024-12-01,Changed Mind,183.4
1612,3736,2022-03-25,Damaged,66.75
1613,74006,2022-03-14,Late Delivery,40.85
1614,73755,2024-06-30,Damaged,76.2
1615,8827,2023-07-05,Quality Issue,11.73
1616,62695,2025-11-21,Wrong Item,51.2
1617,9100,2023-11-19,Damaged,70.69
1618,53357,2023-03-01,Damaged,14.03
1619,4676,2024-10-28,Quality Issue,79.47
1620,50678,2025-05-04,Wrong Item,26.33
1621,35972,2022-07-22,Late Delivery,40.69
1622,4263,2024-03-22,Quality Issue,16.28
1623,18307,2023-09-03,Quality Issue,36.99
1624,59333,2022-04-30,Late Delivery,35.82
1625,34509,2023-06-11,Damaged,28.7
1626,6710,2025-01-16,Quality Issue,37.2
1627,23109,2024-06-05,Changed Mind,20.85
1628,47093,2023-06-29,Damaged,29.3
1629,41564,2024-07-20,Late Delivery,25.39
1630,5558,2024-07-24,Quality Issue,151.27
1631,55182,2025-11-19,Damaged,65.79
1632,67317,2024-08-24,Damaged,13.19
1633,26319,2024-10-17,Changed Mind,17.84
1634,32229,2022-08-04,Late Delivery,12.4
1635,48053,2024-01-03,Damaged,80.52
1636,25763,2023-10-08,Wrong Item,45.15
1637,15875,2023-10-29,Late Delivery,40.52
1638,28752,2024-01-18,Wrong Item,33.05
1639,3831,2024-11-27,Changed Mind,33.12
1640,73086,2024-10-13,Late Delivery,16.67
1641,65748,2024-01-11,Quality Issue,7.1
1642,52777,2025-04-15,Late Delivery,18.57
1643,19731,2024-04-30,Changed Mind,17.82
1644,47702,2023-10-30,Wrong Item,36.22
1645,3070,2023-12-09,Damaged,9.16
1646,50494,2024-09-27,Wrong Item,138.43
1647,50574,2023-06-04,Late Delivery,45.21
1648,16549,2023-07-12,Damaged,13.24
1649,44307,2025-03-30,Changed Mind,78.79
1650,5733,2022-08-25,Quality Issue,94.5
1651,65838,2023-08-19,Changed Mind,45.67
1652,66877,2025-06-10,Quality Issue,4.35
1653,57025,2025-07-11,Late Delivery,117.46
1654,48786,2022-06-22,Quality Issue,6.28
1655,45866,2025-09-15,Changed Mind,54.95
1656,68779,2025-05-01,Changed Mind,7.22
1657,73602,2022-12-17,Quality Issue,5.26
1658,373,2025-01-19,Late Delivery,29.29
1659,57475,2024-06-27,Damaged,19.12
1660,56117,2025-08-11,Changed Mind,33.11
1661,57943,2025-10-09,Damaged,26.88
1662,726,2026-01-03,Wrong Item,26.12
1663,67310,2025-08-07,Changed Mind,210.96
1664,16618,2022-11-12,Damaged,17.81
1665,60318,2025-02-10,Damaged,19.4
1666,37363,2024-08-24,Quality Issue,37.3
1667,68078,2022-04-11,Late Delivery,38.72
1668,15166,2022-07-15,Late Delivery,134.33
1669,26622,2023-06-16,Late Delivery,30.11
1670,49915,2022-05-03,Quality Issue,32.12
1671,75670,2022-12-19,Wrong Item,19.8
1672,50090,2024-02-25,Changed Mind,17.48
1673,46677,2024-07-19,Wrong Item,18.57
1674,18142,2023-12-30,Changed Mind,41.91
1675,11793,2022-11-25,Quality Issue,37.64
1676,53187,2024-11-26,Quality Issue,12.01
1677,55976,2024-06-13,Late Delivery,98.13
1678,9802,2024-06-20,Changed Mind,27.8
1679,25517,2025-08-28,Quality Issue,195.46
1680,26434,2024-06-03,Late Delivery,25.27
1681,53687,2025-04-30,Changed Mind,30.73
1682,16188,2025-03-14,Quality Issue,34.42
1683,4751,2022-04-04,Quality Issue,11.33
1684,47580,2023-12-11,Quality Issue,10.64
1685,60215,2022-12-31,Changed Mind,39.18
1686,54107,2022-04-27,Damaged,13.91
1687,55308,2023-10-04,Quality Issue,4.52
1688,69892,2024-06-17,Quality Issue,55.29
1689,52973,2023-01-09,Damaged,216.94
1690,34024,2025-04-21,Changed Mind,89.94
1691,12386,2024-01-08,Quality Issue,83.45
1692,5682,2022-02-08,Wrong Item,27.8
1693,40799,2024-07-12,Changed Mind,13.68
1694,76118,2025-10-16,Damaged,9.37
1695,21399,2022-08-28,Wrong Item,87.02
1696,22053,2025-09-08,Quality Issue,95.01
1697,50987,2022-10-06,Changed Mind,16.54
1698,62563,2022-03-12,Wrong Item,12.46
1699,59861,2022-11-01,Changed Mind,4.95
1700,30037,2025-01-21,Changed Mind,52.76
1701,45112,2023-01-11,Damaged,76.15
1702,38571,2025-07-09,Changed Mind,23.44
1703,38551,2022-08-05,Wrong Item,21.08
1704,50969,2025-09-24,Quality Issue,22.66
1705,48488,2024-05-16,Late Delivery,27.16
1706,44627,2023-02-11,Late Delivery,30.13
1707,15813,2024-11-10,Changed Mind,7.63
1708,12965,2025-09-17,Changed Mind,45.35
1709,57991,2022-11-15,Wrong Item,82.75
1710,17395,2023-06-28,Late Delivery,20.99
1711,68725,2024-07-18,Quality Issue,41.64
1712,31978,2024-11-25,Damaged,17.2
1713,30900,2023-01-30,Quality Issue,39.64
1714,27966,2022-08-29,Wrong Item,54.13
1715,16325,2023-08-19,Late Delivery,5.56
1716,2384,2023-10-24,Damaged,17.2
1717,61242,2023-09-26,Damaged,50.43
1718,15344,2023-10-11,Wrong Item,42.33
1719,13819,2025-09-12,Damaged,32.96
1720,11878,2025-10-04,Wrong Item,10.07
1721,13339,2022-02-23,Damaged,5.91
1722,4592,2022-10-13,Wrong Item,33.5
1723,76804,2022-07-01,Wrong Item,65.35
1724,48579,2024-07-14,Changed Mind,43.26
1725,75255,2024-05-17,Late Delivery,52.38
1726,41406,2023-10-24,Wrong Item,49.92
1727,14546,2025-10-12,Changed Mind,17.71
1728,26419,2022-07-29,Quality Issue,50.46
1729,40811,2022-05-11,Wrong Item,114.73
1730,16178,2024-09-10,Damaged,36.36
1731,3963,2022-10-10,Wrong Item,135.2
1732,30642,2024-11-26,Changed Mind,17.57
1733,63205,2023-10-15,Wrong Item,14.65
1734,60962,2023-12-12,Late Delivery,83.53
1735,59916,2022-07-28,Wrong Item,87.77
1736,75268,2022-03-23,Quality Issue,7.52
1737,43209,2022-02-14,Late Delivery,91.92
1738,39282,2024-03-27,Quality Issue,43.43
1739,41808,2023-07-14,Changed Mind,73.78
1740,5978,2023-06-11,Wrong Item,84.24
1741,16363,2024-12-13,Quality Issue,3.07
1742,67900,2025-09-06,Damaged,65.01
1743,15131,2022-06-11,Late Delivery,38.13
1744,3562,2024-11-08,Wrong Item,22.16
1745,19689,2024-07-12,Late Delivery,158.81
1746,11787,2023-11-15,Late Delivery,23.75
1747,17918,2022-11-02,Quality Issue,29.93
1748,51753,2022-02-21,Quality Issue,34.9
1749,44926,2024-02-06,Quality Issue,7.41
1750,50316,2025-08-12,Wrong Item,16.36
1751,32821,2025-01-25,Changed Mind,24.99
1752,10763,2022-10-02,Late Delivery,217.85
1753,43714,2024-09-27,Changed Mind,7.46
1754,41408,2023-08-29,Wrong Item,11.88
1755,32232,2024-10-21,Quality Issue,41.87
1756,668,2024-04-14,Wrong Item,24.25
1757,62286,2023-09-17,Late Delivery,10.19
1758,63891,2023-11-20,Changed Mind,8.04
1759,70997,2024-02-29,Quality Issue,12.22
1760,52957,2023-12-28,Late Delivery,12.17
1761,13657,2025-07-17,Quality Issue,49.81
1762,16199,2025-11-19,Changed Mind,57.35
1763,43143,2023-07-12,Changed Mind,191.91
1764,73828,2022-04-25,Late Delivery,12.22
1765,4029,2024-09-18,Damaged,110.8
1766,22784,2023-12-21,Late Delivery,100.35
1767,39035,2024-12-13,Damaged,5.59
1768,3424,2022-05-09,Wrong Item,35.31
1769,21885,2023-11-03,Damaged,12.19
1770,21613,2022-09-17,Damaged,20.52
1771,58727,2022-07-19,Changed Mind,32.43
1772,57904,2023-04-25,Damaged,22.26
1773,55015,2025-10-13,Wrong Item,48.55
1774,14074,2023-07-09,Changed Mind,116.6
1775,3602,2022-02-12,Wrong Item,127.05
1776,35122,2023-05-18,Wrong Item,45.39
1777,33821,2024-04-19,Quality Issue,18.06
1778,55031,2025-03-05,Wrong Item,54.84
1779,61142,2022-11-18,Quality Issue,42.84
1780,12324,2022-09-07,Quality Issue,21.22
1781,2301,2023-07-27,Wrong Item,82.85
1782,15859,2024-04-20,Changed Mind,7.81
1783,76527,2022-02-19,Wrong Item,28.4
1784,54557,2024-11-25,Damaged,163.17
1785,66645,2022-10-25,Damaged,39.93
1786,692,2024-12-07,Quality Issue,6.77
1787,31258,2024-06-07,Damaged,23.41
1788,45931,2025-04-13,Damaged,29.01
1789,11287,2024-08-12,Wrong Item,251.64
